investor_id,transaction_date,amfi_code,transaction_type,amount_inr,state,city,city_tier,age_group,gender,annual_income_lakh,payment_mode,kyc_status
INV004296,2025-05-04,100025,Lumpsum,95749.0,Telangana,Hyderabad,T30,26-35,Male,18.2,UPI,Verified
INV003360,2025-05-04,120844,SIP,17637.0,Madhya Pradesh,Indore,T30,26-35,Female,19.5,UPI,Verified
INV001070,2025-05-04,102887,SIP,461.0,Tamil Nadu,Coimbatore,B30,26-35,Male,11.9,Cheque,Verified
INV001462,2025-05-04,120505,Redemption,242561.0,Gujarat,Surat,T30,26-35,Male,19.4,Mandate,Verified
INV004687,2025-05-04,119599,SIP,1000.0,Madhya Pradesh,Bhopal,B30,36-45,Female,15.1,Mandate,Verified
INV003996,2025-05-04,102885,Redemption,83282.0,Karnataka,Bangalore,T30,36-45,Female,39.8,Mandate,Verified
INV000188,2025-05-04,101206,Lumpsum,281628.0,Tamil Nadu,Coimbatore,B30,46-55,Male,79.0,Cheque,Pending
INV002767,2025-05-04,119552,SIP,11428.0,Madhya Pradesh,Indore,T30,26-35,Male,10.8,Net Banking,Verified
INV000323,2025-05-04,118635,SIP,9712.0,Telangana,Hyderabad,T30,26-35,Female,23.0,Cheque,Verified
INV004305,2025-05-05,102885,SIP,2289.0,Telangana,Hyderabad,T30,36-45,Female,30.1,UPI,Verified
INV004967,2025-05-05,102887,Redemption,36623.0,Telangana,Hyderabad,T30,26-35,Male,14.3,UPI,Verified
INV000351,2025-05-05,119599,Redemption,149594.0,Madhya Pradesh,Indore,T30,56+,Female,62.9,Net Banking,Verified
INV004275,2025-05-05,120842,SIP,400.0,Tamil Nadu,Chennai,T30,36-45,Male,21.6,Net Banking,Verified
INV001111,2025-05-05,119599,SIP,56550.0,Delhi,Gurugram,T30,18-25,Male,7.8,Net Banking,Verified
INV002370,2025-05-05,118632,SIP,44139.0,Delhi,Noida,T30,26-35,Male,16.6,Cheque,Pending
INV001238,2025-05-05,100025,Redemption,4688.0,Haryana,Gurugram,T30,26-35,Male,17.9,Mandate,Pending
INV000172,2025-05-05,100025,SIP,7105.0,Delhi,Noida,T30,36-45,Male,53.2,UPI,Verified
INV004756,2025-05-05,119092,Lumpsum,249809.0,Gujarat,Surat,T30,46-55,Male,41.1,Net Banking,Verified
INV004452,2025-05-05,120506,SIP,52058.0,Rajasthan,Udaipur,B30,26-35,Male,17.6,UPI,Verified
INV004820,2025-05-05,119095,Redemption,208434.0,Punjab,Chandigarh,T30,26-35,Male,10.4,Cheque,Verified
INV004845,2025-05-05,120843,Lumpsum,477681.0,West Bengal,Kolkata,T30,18-25,Male,7.5,Mandate,Verified
INV002376,2025-05-05,101208,Redemption,239369.0,Tamil Nadu,Chennai,T30,18-25,Male,6.8,Net Banking,Verified
INV003598,2025-05-05,100025,SIP,6843.0,Delhi,Gurugram,T30,26-35,Female,12.7,Cheque,Verified
INV000885,2025-05-05,100025,SIP,3173.0,Gujarat,Ahmedabad,T30,26-35,Male,12.3,Net Banking,Verified
INV002611,2025-05-05,118632,Lumpsum,320637.0,West Bengal,Kolkata,T30,26-35,Male,21.5,Cheque,Verified
INV000778,2025-05-05,102887,SIP,6727.0,Haryana,Faridabad,B30,26-35,Male,16.9,Net Banking,Verified
INV003003,2025-05-05,148567,Lumpsum,425581.0,West Bengal,Kolkata,T30,18-25,Female,3.1,Net Banking,Verified
INV001176,2025-05-05,119120,Redemption,264492.0,Delhi,Noida,T30,18-25,Male,6.5,Mandate,Verified
INV001259,2025-05-05,118632,SIP,15236.0,Telangana,Hyderabad,T30,26-35,Female,10.6,Mandate,Verified
INV003682,2025-05-05,119120,SIP,2652.0,Madhya Pradesh,Indore,T30,36-45,Male,45.6,Mandate,Verified
INV002793,2025-05-05,101207,SIP,7499.0,Madhya Pradesh,Bhopal,B30,36-45,Male,54.3,Mandate,Pending
INV004901,2025-05-05,149324,Redemption,212986.0,Haryana,Gurugram,T30,26-35,Female,10.8,Mandate,Verified
INV002917,2025-05-05,120505,SIP,1125.0,Maharashtra,Pune,T30,18-25,Male,6.4,Net Banking,Verified
INV000023,2025-05-05,100016,SIP,8998.0,West Bengal,Kolkata,T30,46-55,Female,61.9,Cheque,Verified
INV002631,2025-05-05,118632,Redemption,326927.0,Uttar Pradesh,Kanpur,B30,46-55,Female,93.8,Cheque,Verified
INV003458,2025-05-05,119095,SIP,1122.0,Gujarat,Surat,T30,36-45,Male,21.3,UPI,Pending
INV001875,2025-05-05,101206,Lumpsum,115280.0,Karnataka,Mysore,B30,56+,Female,64.4,Mandate,Verified
INV002224,2025-05-05,102885,Lumpsum,152600.0,Rajasthan,Udaipur,B30,26-35,Male,21.4,UPI,Verified
INV000845,2025-05-05,119093,Lumpsum,58830.0,Uttar Pradesh,Kanpur,B30,36-45,Male,17.5,Cheque,Verified
INV004989,2025-05-05,120507,SIP,47533.0,Karnataka,Bangalore,T30,26-35,Male,6.4,Cheque,Verified
INV002457,2025-05-05,101206,SIP,59401.0,Gujarat,Surat,T30,36-45,Male,39.2,Cheque,Verified
INV002521,2025-05-05,119093,SIP,2389.0,Punjab,Chandigarh,T30,26-35,Male,12.3,UPI,Verified
INV002456,2025-05-05,118635,Lumpsum,147227.0,Delhi,Gurugram,T30,26-35,Male,22.5,Mandate,Verified
INV000027,2025-05-05,100016,SIP,10623.0,Punjab,Chandigarh,T30,26-35,Male,20.7,Net Banking,Verified
INV004472,2025-05-05,119092,SIP,2022.0,West Bengal,Kolkata,T30,26-35,Female,19.1,Net Banking,Pending
INV001887,2025-05-05,118633,Redemption,345797.0,Karnataka,Mysore,B30,26-35,Female,8.1,Net Banking,Verified
INV000839,2025-05-05,102885,Lumpsum,73351.0,Gujarat,Surat,T30,26-35,Male,9.5,Net Banking,Verified
INV001406,2025-05-05,120844,SIP,958.0,Telangana,Hyderabad,T30,46-55,Male,86.0,Mandate,Pending
INV001011,2025-05-05,119599,SIP,44713.0,Madhya Pradesh,Bhopal,B30,26-35,Male,14.4,Mandate,Verified
INV001227,2025-05-05,149322,Redemption,170138.0,Tamil Nadu,Coimbatore,B30,36-45,Male,58.3,Net Banking,Pending
INV001504,2025-05-05,119551,SIP,26966.0,Haryana,Faridabad,B30,36-45,Male,25.5,Cheque,Verified
INV004363,2025-05-05,119092,Redemption,124931.0,Delhi,Noida,T30,26-35,Male,20.5,Mandate,Verified
INV004466,2025-05-05,102887,SIP,821.0,Gujarat,Surat,T30,18-25,Female,3.7,Net Banking,Verified
INV000540,2025-05-05,118633,SIP,14017.0,Tamil Nadu,Coimbatore,B30,26-35,Female,10.4,Mandate,Verified
INV002771,2025-05-05,120507,SIP,3427.0,West Bengal,Kolkata,T30,36-45,Female,45.1,Cheque,Verified
INV004653,2025-05-05,125497,Lumpsum,473865.0,Rajasthan,Jaipur,T30,46-55,Female,32.2,Cheque,Verified
INV003230,2025-05-05,120844,Lumpsum,148845.0,Punjab,Amritsar,B30,18-25,Female,3.2,Mandate,Verified
INV003744,2025-05-05,120843,Lumpsum,395250.0,Karnataka,Mysore,B30,18-25,Female,4.1,Cheque,Verified
INV003586,2025-05-05,102886,SIP,2103.0,Haryana,Faridabad,B30,46-55,Male,68.9,Mandate,Pending
INV002182,2025-05-05,119092,Redemption,218351.0,Madhya Pradesh,Bhopal,B30,36-45,Male,54.3,Net Banking,Verified
INV001131,2025-05-05,120842,SIP,3517.0,Tamil Nadu,Coimbatore,B30,36-45,Female,32.0,Mandate,Verified
INV004091,2025-05-05,149322,Lumpsum,130967.0,Tamil Nadu,Chennai,T30,26-35,Male,7.2,Net Banking,Verified
INV004619,2025-05-05,102885,Redemption,79318.0,Gujarat,Ahmedabad,T30,46-55,Male,47.9,UPI,Verified
INV002774,2025-05-05,101206,SIP,14209.0,Haryana,Gurugram,T30,36-45,Male,58.4,Mandate,Verified
INV000612,2025-05-05,101207,SIP,2213.0,Punjab,Amritsar,B30,18-25,Male,6.3,UPI,Verified
INV003738,2025-05-05,125497,SIP,2398.0,Delhi,Noida,T30,26-35,Male,19.0,Net Banking,Verified
INV004738,2025-05-05,125498,SIP,4527.0,Uttar Pradesh,Kanpur,B30,56+,Female,52.6,Mandate,Verified
INV000196,2025-05-05,119094,SIP,29293.0,Tamil Nadu,Chennai,T30,26-35,Male,17.9,Net Banking,Verified
INV001758,2025-05-05,118633,SIP,2365.0,Gujarat,Surat,T30,18-25,Female,7.9,UPI,Verified
INV004825,2025-05-05,118635,SIP,446.0,Delhi,Noida,T30,56+,Male,15.3,Cheque,Verified
INV001967,2025-05-05,148568,Redemption,200036.0,Rajasthan,Jaipur,T30,26-35,Male,17.9,Mandate,Verified
INV001342,2025-05-05,149324,SIP,53069.0,West Bengal,Kolkata,T30,26-35,Female,15.5,UPI,Verified
INV001587,2025-05-05,119095,SIP,2928.0,Punjab,Chandigarh,T30,26-35,Male,22.3,Mandate,Verified
INV001986,2025-05-05,119095,Redemption,373879.0,Madhya Pradesh,Indore,T30,36-45,Female,17.4,UPI,Verified
INV001172,2025-05-05,119552,SIP,2231.0,Tamil Nadu,Coimbatore,B30,26-35,Female,7.1,Net Banking,Verified
INV001599,2025-05-05,119552,Lumpsum,23417.0,Haryana,Faridabad,B30,36-45,Female,31.0,Mandate,Verified
INV000073,2025-05-05,120842,Lumpsum,275498.0,Punjab,Amritsar,B30,18-25,Male,5.5,Net Banking,Verified
INV003672,2025-05-06,102886,Lumpsum,175581.0,Uttar Pradesh,Agra,B30,36-45,Male,32.5,Net Banking,Verified
INV001741,2025-05-06,120503,SIP,9389.0,Rajasthan,Udaipur,B30,36-45,Male,52.8,Mandate,Verified
INV000845,2025-05-06,148568,Lumpsum,202872.0,Uttar Pradesh,Kanpur,B30,36-45,Male,17.5,Cheque,Verified
INV001083,2025-05-06,149324,SIP,1105.0,Gujarat,Ahmedabad,T30,46-55,Male,16.4,Net Banking,Verified
INV002692,2025-05-06,102886,Lumpsum,12886.0,West Bengal,Kolkata,T30,26-35,Male,16.7,UPI,Verified
INV003472,2025-05-06,118634,SIP,13816.0,Uttar Pradesh,Agra,B30,36-45,Male,12.3,Cheque,Verified
INV001218,2025-05-06,148568,SIP,537.0,Madhya Pradesh,Bhopal,B30,36-45,Male,21.1,UPI,Verified
INV003160,2025-05-06,118633,SIP,7347.0,Delhi,Gurugram,T30,26-35,Male,24.9,Mandate,Verified
INV004254,2025-05-06,100016,Redemption,308030.0,Madhya Pradesh,Bhopal,B30,36-45,Male,58.3,Net Banking,Verified
INV004463,2025-05-06,118633,SIP,1046.0,Karnataka,Bangalore,T30,26-35,Female,16.1,Mandate,Verified
INV001898,2025-05-06,120506,Redemption,278930.0,Delhi,Gurugram,T30,36-45,Male,38.9,Net Banking,Verified
INV000856,2025-05-06,120503,Redemption,311474.0,Madhya Pradesh,Indore,T30,26-35,Male,24.8,UPI,Verified
INV001900,2025-05-06,148568,SIP,7388.0,Tamil Nadu,Coimbatore,B30,36-45,Female,19.7,Net Banking,Verified
INV003242,2025-05-06,148568,SIP,4238.0,Punjab,Chandigarh,T30,26-35,Female,18.1,Net Banking,Verified
INV003222,2025-05-06,148569,Lumpsum,236002.0,Punjab,Amritsar,B30,56+,Female,11.7,Mandate,Pending
INV002735,2025-05-06,120503,SIP,49900.0,Tamil Nadu,Coimbatore,B30,18-25,Female,7.6,Cheque,Verified
INV003074,2025-05-06,119120,Lumpsum,347673.0,Haryana,Faridabad,B30,26-35,Male,8.3,Cheque,Verified
INV001225,2025-05-06,119552,Lumpsum,244589.0,Karnataka,Mysore,B30,26-35,Male,16.5,Mandate,Verified
INV000909,2025-05-06,148568,SIP,3332.0,Haryana,Gurugram,T30,46-55,Female,92.6,Net Banking,Verified
INV000161,2025-05-06,102886,SIP,25729.0,Rajasthan,Jaipur,T30,18-25,Female,6.8,Mandate,Verified
INV002580,2025-05-06,119094,SIP,1995.0,Rajasthan,Jaipur,T30,36-45,Female,46.0,UPI,Verified
INV002315,2025-05-06,120505,SIP,13048.0,Haryana,Faridabad,B30,18-25,Male,6.4,Mandate,Pending
INV003528,2025-05-06,149324,SIP,50795.0,Madhya Pradesh,Bhopal,B30,18-25,Female,3.6,Net Banking,Verified
INV004488,2025-05-06,119120,SIP,573.0,Maharashtra,Nashik,B30,56+,Male,69.8,Mandate,Verified
INV000194,2025-05-06,118632,SIP,13202.0,Maharashtra,Pune,T30,36-45,Male,21.6,Mandate,Verified
INV000165,2025-05-06,119095,Lumpsum,539460.0,Punjab,Chandigarh,T30,36-45,Female,18.8,Cheque,Verified
INV002914,2025-05-06,148569,Lumpsum,289996.0,Rajasthan,Udaipur,B30,18-25,Male,7.4,Cheque,Verified
INV002045,2025-05-06,118635,SIP,15127.0,Rajasthan,Jaipur,T30,18-25,Female,3.8,UPI,Verified
INV001172,2025-05-06,100025,Redemption,413004.0,Tamil Nadu,Coimbatore,B30,26-35,Female,7.1,UPI,Verified
INV004335,2025-05-06,100016,SIP,13156.0,Gujarat,Ahmedabad,T30,26-35,Female,6.6,Cheque,Verified
INV004853,2025-05-06,149324,SIP,4201.0,Haryana,Gurugram,T30,26-35,Female,15.6,Cheque,Verified
INV002284,2025-05-06,120842,Lumpsum,147564.0,Karnataka,Bangalore,T30,36-45,Male,55.3,Net Banking,Verified
INV003747,2025-05-06,102886,SIP,50452.0,Madhya Pradesh,Indore,T30,26-35,Female,21.7,UPI,Verified
INV004345,2025-05-06,119598,SIP,14048.0,West Bengal,Kolkata,T30,36-45,Female,33.3,Net Banking,Verified
INV003312,2025-05-06,149324,SIP,500.0,Maharashtra,Mumbai,T30,26-35,Male,7.9,Net Banking,Verified
INV004233,2025-05-06,119120,Lumpsum,336439.0,Maharashtra,Nashik,B30,26-35,Female,8.7,UPI,Pending
INV001959,2025-05-06,120505,Lumpsum,206834.0,Tamil Nadu,Chennai,T30,18-25,Female,4.7,Cheque,Verified
INV004341,2025-05-06,149324,SIP,10890.0,Tamil Nadu,Coimbatore,B30,18-25,Male,7.5,Net Banking,Verified
INV003563,2025-05-06,118633,Redemption,465890.0,Haryana,Gurugram,T30,46-55,Male,41.8,Mandate,Verified
INV000742,2025-05-06,148569,SIP,2198.0,Uttar Pradesh,Lucknow,T30,36-45,Male,27.4,Net Banking,Verified
INV003883,2025-05-06,119095,SIP,12845.0,West Bengal,Kolkata,T30,26-35,Male,6.7,Net Banking,Verified
INV004739,2025-05-06,119598,SIP,27420.0,Delhi,Gurugram,T30,18-25,Male,3.2,Mandate,Verified
INV002933,2025-05-06,149322,SIP,968.0,Madhya Pradesh,Indore,T30,36-45,Female,39.4,Net Banking,Verified
INV004950,2025-05-06,118635,SIP,29036.0,Madhya Pradesh,Indore,T30,26-35,Male,9.8,Cheque,Verified
INV004720,2025-05-06,118636,Lumpsum,454533.0,Gujarat,Surat,T30,46-55,Female,95.7,Mandate,Verified
INV003655,2025-05-06,119552,SIP,4975.0,Madhya Pradesh,Bhopal,B30,36-45,Female,24.9,Mandate,Pending
INV004532,2025-05-06,120506,SIP,8552.0,Haryana,Gurugram,T30,36-45,Male,23.1,Mandate,Verified
INV003104,2025-05-06,120505,Redemption,368987.0,Uttar Pradesh,Lucknow,T30,26-35,Male,7.8,Cheque,Verified
INV003661,2025-05-06,119120,SIP,1095.0,Delhi,Noida,T30,18-25,Female,6.4,Net Banking,Pending
INV000724,2025-05-06,149323,SIP,4229.0,Uttar Pradesh,Kanpur,B30,46-55,Male,78.7,Net Banking,Verified
INV001547,2025-05-06,120506,SIP,9555.0,Tamil Nadu,Coimbatore,B30,36-45,Male,55.7,Cheque,Verified
INV003249,2025-05-06,120842,Redemption,200188.0,Punjab,Chandigarh,T30,36-45,Male,41.3,UPI,Verified
INV000053,2025-05-06,119599,SIP,6262.0,Maharashtra,Pune,T30,36-45,Male,52.3,Net Banking,Verified
INV001175,2025-05-06,100033,Lumpsum,71245.0,Punjab,Chandigarh,T30,36-45,Male,33.5,Mandate,Verified
INV000229,2025-05-06,125497,SIP,1860.0,Punjab,Amritsar,B30,26-35,Male,11.0,Cheque,Pending
INV004263,2025-05-06,118632,SIP,1771.0,Delhi,Gurugram,T30,26-35,Female,9.6,Net Banking,Verified
INV001551,2025-05-06,119598,SIP,2349.0,Tamil Nadu,Chennai,T30,26-35,Female,21.7,Net Banking,Verified
INV003101,2025-05-06,100033,Redemption,361806.0,Tamil Nadu,Chennai,T30,26-35,Female,24.8,Cheque,Verified
INV000828,2025-05-06,118634,Lumpsum,522201.0,Maharashtra,Nashik,B30,26-35,Female,17.1,Cheque,Verified
INV004319,2025-05-06,120841,SIP,5698.0,Gujarat,Surat,T30,18-25,Male,3.9,UPI,Verified
INV002905,2025-05-06,102885,Lumpsum,251975.0,Tamil Nadu,Chennai,T30,36-45,Female,32.4,UPI,Verified
INV003242,2025-05-06,119599,SIP,8483.0,Punjab,Chandigarh,T30,26-35,Female,18.1,Mandate,Pending
INV004803,2025-05-06,120503,SIP,6056.0,Haryana,Gurugram,T30,18-25,Female,7.7,UPI,Verified
INV003663,2025-05-06,101207,Redemption,244252.0,Delhi,Gurugram,T30,26-35,Female,19.0,UPI,Verified
INV002071,2025-05-06,149322,Redemption,232187.0,Punjab,Chandigarh,T30,56+,Male,61.1,Cheque,Verified
INV000286,2025-05-06,118634,Lumpsum,190453.0,Madhya Pradesh,Indore,T30,26-35,Female,9.8,Net Banking,Verified
INV002769,2025-05-06,119094,Lumpsum,440209.0,Maharashtra,Pune,T30,18-25,Female,4.5,Net Banking,Verified
INV000936,2025-05-06,148568,SIP,8991.0,Uttar Pradesh,Lucknow,T30,26-35,Female,22.5,UPI,Verified
INV000535,2025-05-06,118632,Redemption,200798.0,Tamil Nadu,Coimbatore,B30,36-45,Male,18.7,Mandate,Verified
INV001844,2025-05-06,119094,Lumpsum,104840.0,West Bengal,Kolkata,T30,26-35,Female,18.8,UPI,Verified
INV001500,2025-05-06,119551,Lumpsum,448007.0,Maharashtra,Pune,T30,26-35,Female,6.5,UPI,Verified
INV002808,2025-05-06,148567,Lumpsum,436873.0,Uttar Pradesh,Agra,B30,26-35,Male,24.1,Net Banking,Verified
INV000616,2025-05-07,149323,SIP,937.0,Maharashtra,Nashik,B30,36-45,Male,50.4,Net Banking,Verified
INV000691,2025-05-07,119551,Redemption,331935.0,Tamil Nadu,Chennai,T30,18-25,Female,7.8,Net Banking,Verified
INV002928,2025-05-07,118635,Redemption,144715.0,Tamil Nadu,Coimbatore,B30,26-35,Male,9.4,Cheque,Verified
INV001963,2025-05-07,101208,Lumpsum,198097.0,Maharashtra,Nashik,B30,26-35,Male,10.3,Net Banking,Verified
INV001825,2025-05-07,120842,Redemption,193307.0,Haryana,Faridabad,B30,26-35,Male,21.7,Cheque,Verified
INV001688,2025-05-07,118634,SIP,437.0,Gujarat,Ahmedabad,T30,26-35,Male,7.7,Cheque,Verified
INV001836,2025-05-07,118635,Lumpsum,10818.0,Uttar Pradesh,Agra,B30,26-35,Male,17.4,Mandate,Pending
INV004018,2025-05-07,120507,SIP,9147.0,Punjab,Chandigarh,T30,56+,Male,47.9,Mandate,Verified
INV000517,2025-05-07,118635,Redemption,155317.0,Punjab,Amritsar,B30,36-45,Female,31.8,Net Banking,Verified
INV000519,2025-05-07,120503,Redemption,137431.0,Haryana,Faridabad,B30,26-35,Female,6.3,Net Banking,Verified
INV004523,2025-05-07,118633,SIP,8250.0,Haryana,Gurugram,T30,26-35,Female,13.5,Mandate,Verified
INV002704,2025-05-07,120842,SIP,8600.0,Delhi,Noida,T30,36-45,Female,47.8,Net Banking,Verified
INV002090,2025-05-07,120507,SIP,2996.0,Maharashtra,Mumbai,T30,26-35,Male,23.7,Mandate,Verified
INV002588,2025-05-07,118636,Redemption,460264.0,West Bengal,Kolkata,T30,18-25,Male,5.5,Net Banking,Verified
INV002933,2025-05-07,120505,SIP,48865.0,Madhya Pradesh,Indore,T30,36-45,Female,39.4,UPI,Verified
INV003615,2025-05-07,118636,Lumpsum,119832.0,Rajasthan,Jaipur,T30,36-45,Male,32.6,Cheque,Verified
INV001802,2025-05-07,120505,SIP,14702.0,Punjab,Chandigarh,T30,46-55,Male,77.7,Mandate,Verified
INV002080,2025-05-07,118634,Redemption,347589.0,Tamil Nadu,Coimbatore,B30,26-35,Male,21.3,Net Banking,Verified
INV002088,2025-05-07,120504,Lumpsum,223544.0,Rajasthan,Jaipur,T30,46-55,Female,43.7,Net Banking,Pending
INV002065,2025-05-07,119095,SIP,14994.0,Rajasthan,Udaipur,B30,46-55,Male,78.6,UPI,Verified
INV001816,2025-05-07,119095,Lumpsum,7501.0,Telangana,Hyderabad,T30,26-35,Male,9.0,Net Banking,Verified
INV004140,2025-05-07,120844,SIP,2735.0,Punjab,Amritsar,B30,46-55,Female,41.6,Mandate,Verified
INV002706,2025-05-07,101208,Redemption,334775.0,Haryana,Faridabad,B30,46-55,Female,22.8,Net Banking,Verified
INV000527,2025-05-07,148568,Lumpsum,356997.0,Telangana,Hyderabad,T30,26-35,Male,12.1,Mandate,Verified
INV003315,2025-05-07,120843,SIP,21527.0,Madhya Pradesh,Bhopal,B30,36-45,Female,58.1,Net Banking,Verified
INV001629,2025-05-07,100025,SIP,1841.0,Madhya Pradesh,Indore,T30,26-35,Male,15.0,Mandate,Verified
INV002743,2025-05-07,120506,SIP,2649.0,Haryana,Gurugram,T30,56+,Male,49.8,UPI,Verified
INV001096,2025-05-07,120841,Redemption,407572.0,Punjab,Chandigarh,T30,26-35,Male,24.5,UPI,Pending
INV004735,2025-05-07,119094,Lumpsum,311348.0,Uttar Pradesh,Kanpur,B30,36-45,Male,19.2,Cheque,Verified
INV002216,2025-05-07,118634,SIP,508.0,Maharashtra,Mumbai,T30,46-55,Male,26.5,Net Banking,Verified
INV001377,2025-05-07,119120,Lumpsum,111784.0,Maharashtra,Mumbai,T30,56+,Female,64.7,Cheque,Verified
INV004632,2025-05-07,102886,Redemption,236013.0,Punjab,Chandigarh,T30,26-35,Male,18.0,Mandate,Verified
INV000960,2025-05-07,102887,Redemption,450464.0,West Bengal,Kolkata,T30,46-55,Male,90.6,Net Banking,Verified
INV003260,2025-05-07,125498,SIP,2194.0,Madhya Pradesh,Indore,T30,18-25,Male,7.9,UPI,Pending
INV004633,2025-05-07,120507,SIP,2072.0,Telangana,Hyderabad,T30,18-25,Female,4.9,Mandate,Verified
INV003437,2025-05-07,119095,SIP,23814.0,Punjab,Amritsar,B30,46-55,Female,51.0,Cheque,Verified
INV003381,2025-05-07,119092,Lumpsum,114176.0,Madhya Pradesh,Indore,T30,36-45,Female,12.1,Net Banking,Verified
INV001769,2025-05-07,125497,SIP,1849.0,Punjab,Chandigarh,T30,18-25,Male,7.4,Mandate,Verified
INV004402,2025-05-07,100033,Redemption,41874.0,Gujarat,Ahmedabad,T30,18-25,Female,6.4,Mandate,Verified
INV004380,2025-05-07,120504,Redemption,98854.0,Gujarat,Surat,T30,36-45,Male,16.6,Mandate,Verified
INV001102,2025-05-07,149322,Lumpsum,299213.0,West Bengal,Kolkata,T30,46-55,Male,22.2,Cheque,Verified
INV000087,2025-05-07,119093,SIP,2209.0,Rajasthan,Jaipur,T30,36-45,Male,56.2,Net Banking,Verified
INV003906,2025-05-07,119120,SIP,14625.0,Haryana,Faridabad,B30,36-45,Male,39.7,UPI,Verified
INV004049,2025-05-07,119599,Redemption,326801.0,Gujarat,Ahmedabad,T30,36-45,Male,31.1,Cheque,Verified
INV003605,2025-05-07,118634,Lumpsum,62179.0,Gujarat,Ahmedabad,T30,36-45,Male,15.5,UPI,Verified
INV001528,2025-05-07,119551,SIP,17061.0,Telangana,Hyderabad,T30,26-35,Female,20.7,UPI,Verified
INV000582,2025-05-07,125498,Lumpsum,565701.0,Delhi,Gurugram,T30,56+,Male,45.7,Cheque,Verified
INV002568,2025-05-07,149322,SIP,56262.0,Uttar Pradesh,Lucknow,T30,26-35,Female,7.3,Net Banking,Verified
INV001545,2025-05-07,101207,SIP,6052.0,Madhya Pradesh,Bhopal,B30,26-35,Male,11.5,Cheque,Verified
INV004436,2025-05-07,148569,SIP,4295.0,Delhi,New Delhi,T30,56+,Male,30.3,Mandate,Verified
INV003041,2025-05-07,119092,Redemption,19893.0,Madhya Pradesh,Bhopal,B30,36-45,Male,32.0,UPI,Verified
INV000682,2025-05-07,118632,SIP,2784.0,Delhi,New Delhi,T30,56+,Female,69.2,UPI,Verified
INV002787,2025-05-07,118635,SIP,26054.0,Uttar Pradesh,Kanpur,B30,18-25,Male,4.8,Mandate,Verified
INV001013,2025-05-07,118635,SIP,9672.0,Telangana,Hyderabad,T30,36-45,Male,40.6,Cheque,Verified
INV003968,2025-05-07,149324,SIP,4578.0,Maharashtra,Mumbai,T30,46-55,Female,58.7,Mandate,Verified
INV001734,2025-05-07,102887,Lumpsum,435620.0,Karnataka,Bangalore,T30,36-45,Female,16.3,UPI,Verified
INV000591,2025-05-07,120842,SIP,2060.0,Karnataka,Bangalore,T30,18-25,Male,4.1,Cheque,Verified
INV001924,2025-05-07,102886,Redemption,9107.0,Karnataka,Bangalore,T30,18-25,Male,4.9,Mandate,Verified
INV003791,2025-05-07,119599,SIP,445.0,Tamil Nadu,Coimbatore,B30,46-55,Male,77.4,Cheque,Verified
INV002400,2025-05-07,148567,Lumpsum,265233.0,Punjab,Chandigarh,T30,36-45,Male,15.5,UPI,Verified
INV001983,2025-05-07,101208,SIP,1109.0,West Bengal,Kolkata,T30,36-45,Male,30.6,UPI,Verified
INV001797,2025-05-07,119094,SIP,2807.0,Punjab,Amritsar,B30,26-35,Female,6.8,Mandate,Verified
INV002557,2025-05-07,148568,SIP,2502.0,West Bengal,Kolkata,T30,26-35,Female,18.2,UPI,Verified
INV001298,2025-05-07,118634,SIP,1828.0,Delhi,Gurugram,T30,26-35,Female,24.4,Net Banking,Verified
INV001993,2025-05-07,101208,Redemption,40591.0,Uttar Pradesh,Agra,B30,36-45,Female,44.2,Cheque,Verified
INV000532,2025-05-08,120506,Redemption,9648.0,Madhya Pradesh,Bhopal,B30,26-35,Male,9.0,Cheque,Pending
INV002389,2025-05-08,118636,SIP,2042.0,Haryana,Faridabad,B30,36-45,Male,50.8,UPI,Verified
INV002442,2025-05-08,118632,SIP,5423.0,Rajasthan,Udaipur,B30,56+,Female,30.7,UPI,Verified
INV003187,2025-05-08,102885,SIP,9243.0,Haryana,Faridabad,B30,26-35,Female,21.5,Mandate,Verified
INV004818,2025-05-08,119598,SIP,3030.0,Maharashtra,Pune,T30,26-35,Male,23.5,Cheque,Verified
INV002606,2025-05-08,120504,SIP,2693.0,Telangana,Hyderabad,T30,26-35,Female,8.1,UPI,Verified
INV000831,2025-05-08,118633,SIP,875.0,Punjab,Chandigarh,T30,36-45,Male,34.6,UPI,Verified
INV001675,2025-05-08,120843,Lumpsum,59489.0,Gujarat,Ahmedabad,T30,36-45,Male,18.2,UPI,Verified
INV004228,2025-05-08,118633,SIP,27001.0,Madhya Pradesh,Bhopal,B30,26-35,Female,18.0,Mandate,Verified
INV002428,2025-05-08,120506,Redemption,216317.0,Gujarat,Ahmedabad,T30,56+,Female,38.0,Mandate,Verified
INV002931,2025-05-08,119092,SIP,13063.0,Tamil Nadu,Coimbatore,B30,56+,Female,32.4,Cheque,Verified
INV004871,2025-05-08,118636,SIP,17661.0,Punjab,Chandigarh,T30,26-35,Male,9.2,Cheque,Verified
INV000523,2025-05-08,120505,SIP,584.0,West Bengal,Kolkata,T30,36-45,Male,13.1,Mandate,Verified
INV000737,2025-05-08,125498,SIP,5064.0,Madhya Pradesh,Indore,T30,26-35,Female,10.0,Mandate,Verified
INV003117,2025-05-08,102885,Lumpsum,54805.0,Tamil Nadu,Chennai,T30,18-25,Female,6.7,Net Banking,Verified
INV000719,2025-05-08,118635,SIP,56795.0,Tamil Nadu,Coimbatore,B30,18-25,Male,6.8,Cheque,Verified
